Region_code,Provider_code,Provider_name,Treatment_function_code,Treatment_function_name,Wait_0_18,Wait_19_52,wait_52_plus,Median_wait,percentile_95,completed_pathways,Time_Period
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service,5,0,1,2,0,0,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service,1,2,2,1,0,0,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,4,4,2,0,6,1,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,10,2,2,3,1,0,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,3,1,1,0,1,2,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_301,Gastroenterology Service,23,44,36,43,29,23,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_301,Gastroenterology Service,27,19,68,39,27,16,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_301,Gastroenterology Service,52,31,38,24,43,21,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_320,Cardiology Service,47,118,29,16,13,2,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_320,Cardiology Service,29,76,48,14,7,8,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_320,Cardiology Service,30,40,57,17,16,1,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_330,Dermatology Service,36,10,7,23,43,32,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_330,Dermatology Service,24,25,26,27,54,51,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_330,Dermatology Service,44,24,51,56,46,25,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,20,34,36,25,19,53,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,34,32,20,32,60,44,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,23,15,17,21,76,19,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_400,Neurology Service,3,4,1,2,3,1,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_400,Neurology Service,2,2,1,3,6,3,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_400,Neurology Service,0,1,1,0,6,1,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_410,Rheumatology Service,12,6,13,7,7,5,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_410,Rheumatology Service,12,11,6,11,10,12,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_410,Rheumatology Service,6,1,3,3,6,3,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,0,0,0,0,0,0,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,0,0,0,1,1,0,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,0,0,0,1,1,0,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_502,Gynaecology Service,23,16,24,79,39,38,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_502,Gynaecology Service,48,31,49,62,35,16,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_502,Gynaecology Service,46,41,46,21,42,20,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X02,Other - Medical Services,63,14,9,15,15,20,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X02,Other - Medical Services,67,15,19,18,25,19,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X02,Other - Medical Services,73,22,26,19,15,11,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X04,Other - Paediatric Services,12,9,5,7,5,4,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X04,Other - Paediatric Services,7,9,4,6,4,2,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X04,Other - Paediatric Services,2,1,2,4,3,5,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X05,Other - Surgical Services,11,3,5,2,1,0,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X05,Other - Surgical Services,21,3,0,0,1,2,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X05,Other - Surgical Services,8,4,6,1,5,7,2025-11-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X06,Other - Other Services,1,1,1,1,6,5,2025-09-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X06,Other - Other Services,0,0,0,3,2,4,2025-10-01
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X06,Other - Other Services,1,0,4,2,1,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_100,General Surgery Service,6,7,5,5,2,2,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_100,General Surgery Service,5,12,9,6,2,3,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_100,General Surgery Service,3,6,4,4,1,2,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_101,Urology Service,14,12,10,6,3,9,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_101,Urology Service,14,28,18,16,13,13,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_101,Urology Service,11,27,20,10,14,9,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,185,47,20,16,15,10,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,250,63,23,10,21,20,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,162,50,16,14,16,19,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,50,28,15,7,3,4,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,77,36,8,8,4,5,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,56,31,16,4,6,9,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_130,Ophthalmology Service,160,15,16,9,11,16,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_130,Ophthalmology Service,182,15,14,16,15,14,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_130,Ophthalmology Service,151,11,11,16,20,19,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_140,Oral Surgery Service,16,13,8,8,12,9,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_140,Oral Surgery Service,27,16,7,15,9,8,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_140,Oral Surgery Service,19,13,7,7,3,8,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,134,71,16,4,6,4,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,118,104,20,9,6,1,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,138,41,11,7,2,7,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,9,0,0,0,0,0,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,23,0,0,0,0,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,11,1,0,0,0,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_301,Gastroenterology Service,14,13,3,6,5,3,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_301,Gastroenterology Service,6,5,9,8,1,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_301,Gastroenterology Service,9,12,6,1,1,2,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_320,Cardiology Service,14,17,16,15,18,7,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_320,Cardiology Service,17,40,18,21,13,9,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_320,Cardiology Service,18,40,28,18,6,13,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_330,Dermatology Service,2,1,1,0,0,0,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_330,Dermatology Service,5,4,2,6,2,1,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_330,Dermatology Service,4,5,7,8,5,7,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,28,13,9,12,8,6,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,27,17,12,9,13,6,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,26,17,9,11,11,5,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_410,Rheumatology Service,10,1,4,10,12,8,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_410,Rheumatology Service,9,9,9,6,3,7,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_410,Rheumatology Service,11,5,9,8,4,3,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,15,4,2,2,1,2,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,2,6,4,0,3,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,0,0,1,0,1,0,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_502,Gynaecology Service,124,25,15,8,2,13,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_502,Gynaecology Service,148,31,18,11,14,19,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_502,Gynaecology Service,110,40,11,4,22,18,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X02,Other - Medical Services,180,25,21,22,19,14,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X02,Other - Medical Services,171,63,66,22,24,16,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X02,Other - Medical Services,150,29,31,17,18,17,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,12,7,3,5,5,1,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,11,10,7,7,4,5,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,6,4,4,3,2,2,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,3,0,0,0,0,1,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,1,5,3,1,1,0,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,0,0,0,0,0,1,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X05,Other - Surgical Services,116,159,23,11,11,12,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X05,Other - Surgical Services,200,67,23,12,11,7,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X05,Other - Surgical Services,152,65,16,14,9,5,2025-11-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X06,Other - Other Services,116,27,22,16,6,6,2025-09-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X06,Other - Other Services,100,27,32,15,11,4,2025-10-01
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X06,Other - Other Services,91,25,16,15,8,9,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_100,General Surgery Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_100,General Surgery Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_100,General Surgery Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_101,Urology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_101,Urology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_101,Urology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_130,Ophthalmology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_130,Ophthalmology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_130,Ophthalmology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_140,Oral Surgery Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_140,Oral Surgery Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_140,Oral Surgery Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_301,Gastroenterology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_301,Gastroenterology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_301,Gastroenterology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_320,Cardiology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_320,Cardiology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_320,Cardiology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_400,Neurology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_410,Rheumatology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_410,Rheumatology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_410,Rheumatology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_502,Gynaecology Service,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_502,Gynaecology Service,0,0,0,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,C_502,Gynaecology Service,0,0,0,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X02,Other - Medical Services,67,16,20,16,7,12,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X02,Other - Medical Services,73,23,20,18,18,27,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X02,Other - Medical Services,58,7,15,13,12,19,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,1,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,1,0,1,1,1,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,0,3,1,2,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X04,Other - Paediatric Services,41,17,22,30,33,26,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X04,Other - Paediatric Services,29,32,36,31,42,30,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X04,Other - Paediatric Services,27,19,26,36,41,25,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X05,Other - Surgical Services,0,0,0,1,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,0,1,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X05,Other - Surgical Services,0,0,1,0,0,0,2025-11-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X06,Other - Other Services,0,0,0,0,0,0,2025-09-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X06,Other - Other Services,1,0,1,0,0,0,2025-10-01
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,X06,Other - Other Services,0,0,0,0,0,0,2025-11-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,39,40,61,67,56,44,2025-09-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,47,59,82,98,48,50,2025-10-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,49,31,60,59,80,62,2025-11-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,32,86,32,15,22,16,2025-09-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,35,101,30,19,20,30,2025-10-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,22,72,38,19,21,32,2025-11-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,23,23,20,34,24,31,2025-09-01
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,32,28,38,29,30,65,2025-10-01
